total,socket,light,air
10.009980490630053,0.7801854991603034,0.9953185441791764,7.099217022081916
4.896983734769144,0.5650465851140558,0.43179092153271115,4.617762558503026
5.361840549216949,0.5964144096174065,0.4200859577818796,4.741299054733953
4.716797366134636,0.5341102513853553,0.3798574689819133,4.517027319175687
4.929944636900264,0.5601266095588182,0.3950436873833157,4.540367416812716
4.537032755308208,0.7380604986900774,0.39879912176737164,4.299052693808033
3.243340680462248,0.9934540317484839,0.38647071489883494,3.5463459986892834
4.368692460646462,1.089298064857297,0.7483339179170574,3.738398993246701
4.66230070399727,1.1095787547287077,1.1265059073088262,4.495951987768413
30.562371737153484,3.300502584419305,4.201905638983103,15.689306463721731
34.75725950315567,2.969690013623538,6.840202190104308,21.56866051328868
57.80948684497645,3.112058603036553,15.064653191118435,31.854860390739496
56.910756806047445,3.0111345894200245,10.606005383196756,35.68860963674063
35.94244530339513,2.8265335369266955,5.553568714229906,27.155349516686663
41.992108513333804,2.8157669741010354,5.721914748202278,29.115510022328795
49.96234821257425,2.8367490765509844,8.34409302305034,28.754637602070396
38.413979310527395,2.803457970378768,6.071586393650371,24.842606226454734
37.77849621020367,2.4681611633777147,6.082066175658895,26.29804352801896
23.2945835325167,1.7985227862330353,5.217113608698514,14.99179660570676
12.52856514674862,1.308019138933808,3.718144954921466,6.840031419238415
7.22355553135401,1.0264595532626195,1.904766708401623,4.278675561949511
5.7125375393818,1.0483620869422237,1.1703568653256378,4.098561466638282
5.420136885077366,1.0016203503412278,1.0909051249863677,4.292783922552352
11.777919595696416,0.9332109578883252,2.0246556479691002,6.693552349196776
9.711446087275627,0.8573214464812369,0.9945431634727987,6.549701871737691
4.484079531898084,0.606046805286732,0.5222973733813727,4.157271468250981
4.496164295373464,0.6726794101077928,0.6000017550340669,3.7462174428586374
4.561176261376084,0.5872226754876527,0.6165286662762786,3.8359915578167154
5.01325800914439,0.6015051874681612,0.5658095749654903,3.9337944937855447
5.032745785336955,0.7557663787941671,0.5384927015477057,3.8339436822250974
5.13206118468049,1.057146961460093,0.5465627794197963,3.8512096764684225
5.546532643284068,1.143430308688287,0.9363342064681778,4.139328529195011
3.521114437892267,1.20675730970872,1.2839800704794542,5.113490862841186
25.31806757924714,3.3689664626540123,4.4245040066286325,16.633671837236292
33.2337439821151,3.1364804082435236,6.43985246774441,21.346436719611216
59.07272551443525,3.180262364762087,12.37147269654189,35.02949256587461
50.32961252573213,3.122890590652233,7.539990346931289,34.80625519082838
38.19095022878758,2.9791499957383114,6.893179581967635,26.924447814883706
36.89852524550676,2.9310445718795295,6.435642245782622,26.76635220950552
42.983425767487255,2.9594858942561,6.262128980230756,28.136142682300896
45.786444252541415,2.9803017007996764,7.020617257820943,29.574884348032352
40.66431321197486,2.576404466437028,5.877041079180069,29.85597833459231
19.82135745056559,1.6613330160966424,4.747353582473865,15.339957804318734
11.40264479964108,1.2871751314436024,3.160667978361904,7.0118067779268225
5.0425847793892515,1.078727859248953,1.386357566268131,4.563590240309499
4.779294950046275,1.0365757637699105,0.8784068149715307,4.082248968394032
6.022040032854577,0.8997173644597619,0.9024115476370631,4.684844496040888
10.792804731145594,0.912727418071642,1.1225188833503101,7.928183421246878
10.48048413130875,0.8484015109959255,0.9324469775623063,8.126480763017295
4.331551646712768,0.5859595654917544,0.361109634359912,4.148657127749912
4.330941402460356,0.6079427212610706,0.3940947420498219,4.002688734970099
4.19665873249676,0.5911261119783527,0.4671409238882144,3.888578777076839
4.3411342769126176,0.5601531408940599,0.4545903625470445,3.8621786074674205
4.539278455076296,0.7593259620234258,0.4352065915654142,3.8757151261539002
4.704845565758918,1.0359881088077754,0.34901385471188484,3.9022591591637985
5.291150835591177,1.1867715545711799,0.8250500229538607,4.197076864165812
4.100762642363261,1.1731475382584589,1.2058991220909694,5.482952412039315
24.805557629863635,3.2878953783418594,4.288216887686444,17.376787621236325
36.107840305309786,3.0777114835523163,7.642756335420291,24.67498969014627
64.43129910166238,3.0931634602607154,16.91083873144872,37.79025084211517
55.079812107546225,2.967911895104594,10.356356424444467,38.229745203675094
35.96893391489379,2.782251634553832,5.570965211915767,28.161754544466163
32.13269748237775,2.849674998830906,5.7633528617592145,27.083222095232923
33.590540144700086,2.887741036080866,7.552509147033383,25.786005281927956
32.46775311817766,2.9342814067297396,5.885570889788433,26.803692498569106
33.320827349707855,2.50655493016938,6.172343802232348,27.889774284161405
22.713165271030633,1.7283478026726764,5.322025107057822,16.438515293720712
8.038150177522134,1.3229248385874162,3.6378606897512045,7.027812772477472
5.270904226910494,1.1679554463474897,2.0101797296237516,4.815828787448352
7.07586786086091,1.1090111596429617,1.3166420227346634,5.231978330316704
7.3921517689949745,0.9527189005864788,1.584313244732551,5.0469226891940195
14.668684844063725,0.912747247391838,1.309280827279136,9.681924634626851
9.075999476896662,0.9832528112945857,1.2105821123459357,7.1040277158976775
4.20597364948392,0.6204300213324416,0.6313610102090346,4.009650176862084
4.329355643133308,0.6215343456697306,0.5495678600838977,3.985567001716383
4.282651793526356,0.6245332077249753,0.5859276162285416,3.8278838924795187
4.462015585116863,0.6906438699373294,0.564592625705915,3.784861565111875
4.611753031079904,0.839139060188528,0.5882606746450908,3.804387716991479
5.289838158973584,1.0891915596461206,0.5019201242643043,4.203119200898003
8.299091925624158,1.201681827800088,0.9076884898666481,5.791581503871477
4.678156603703885,1.2295986763531475,1.2313249398753179,5.355365410908693
24.885251306636373,3.3761341193318657,4.540962695308289,19.938427498291578
38.74751453323944,3.107037865593427,6.675250640944824,28.890567627700136
61.36227089702459,3.2200505585205113,14.964081359453882,42.51251956285645
53.5236975127261,3.08114824517267,10.514065274334293,39.71667735510812
39.77101890633466,2.868101474514773,5.901260739756931,31.274147674660213
40.21081812345234,2.9012194468297903,6.111227263489349,31.58150787592467
47.62334538976772,2.9601734370607016,8.617079569997056,33.23733539979443
50.17381068059368,3.0010464655483844,6.336048718943984,36.55421786466136
49.98377954045557,2.568332951659458,6.684113263520515,37.90792418591079
25.45110299617397,1.7528074530588527,4.777490045500596,19.601976039896144
10.835774363362209,1.32064630155869,3.385816221539047,7.642671253719334
5.960588814614221,1.1202233020172156,1.4869175668751313,4.291947179221612
6.989131201632534,1.0822690628177707,1.1422239957394094,4.616423949654779
10.981369197754159,0.9725099177933734,2.047058156874863,5.006938296348276
15.432940597409218,1.0967936844543371,1.4251327207325004,8.748873485043308
10.17842509258718,0.8221414266587277,1.2354339627029054,7.102387895025983
4.086861547210289,0.5704537503816229,0.5048698486001174,3.51939001718418
4.011533654967509,0.5866336311494682,0.5090827596380606,3.436002624353748
4.011865751613921,0.5747250904173513,0.5396028085923835,3.372273554256872
4.016042517609693,0.6235999297142987,0.5301826316864939,3.509298832946242
4.224516664425914,0.7778426303972363,0.5244507961997554,3.5696223152150797
4.2575906410341675,0.9971874335337519,0.42971223135294345,3.2574063815808385
4.6058200627285375,1.0190026009808875,0.39635928761811345,3.3539248369563186
4.193811912142943,0.9804723537166085,0.45816667753229806,3.308074606336726
4.211922367568871,1.0329611098636449,0.7652526346690454,4.723803044253506
4.9574130816451,1.0353464105177566,1.2581110965006461,6.345841218951733
