total,socket,light,air
7.615445727696519,0.965943376606582,0.780673626021277,5.717896120875002
5.4472639658324855,0.7088544706622282,0.4285835695908866,4.211836817752135
5.145442820576864,0.702277305889417,0.3839456198021492,3.975211577695007
4.956303970486497,0.6911246750534563,0.37328413789007103,3.735564674701696
5.257437995665404,0.7682993095555397,0.3762972879808891,3.9194239751507594
5.282162285234162,1.0040187635839515,0.42420972475466606,3.842405395945901
5.459294746470687,1.2250489031841414,0.42235795324195297,3.830935517933551
5.907625323894453,1.0978304920252788,0.784971539726082,3.994274638801974
9.599031417181392,1.4177755474091867,1.1998222214457321,6.841810781283484
21.40861598972817,3.266615263106573,3.461062798260089,13.962917248687916
36.00296996934308,3.240966789427265,5.904951857940472,24.966905509104
51.9078796835066,3.1567497452944204,10.244293580847613,36.01350359001714
50.73165294090463,3.166444012875277,7.476465894555021,38.015158496410656
42.87555012261708,3.0665147436254685,6.667021263443802,32.06217410821748
42.809329086674005,3.0190023222006217,6.401453586601977,32.16498575767289
37.81131642825899,3.098904460959488,5.830768191313969,29.278484625294606
35.71920773112798,3.042208115808884,6.01529268132526,27.370561669347136
36.91841731758573,2.8860439538895246,6.026716749791704,29.09892125424401
20.08101106016706,2.1083534845880734,4.239150501325067,13.982837136563683
13.275044559197443,1.493733322990796,2.8688157922565454,9.08572836485333
8.357414978504021,1.1444712254322449,1.8185206721107003,5.900390213043415
7.81499980955378,0.9848419433074113,1.4662219907396732,5.8751393202285085
7.822143800531498,0.9947841131794769,1.169873114829047,6.070057832667416
8.64614329964709,0.8499873029478586,1.1257435208786926,6.819349582972271
6.981725248575877,0.9162390235304787,0.8954063334155282,5.4026970382967
5.500771534280298,0.7229545282041072,0.5436628409417141,4.40093248265518
5.2720370725779855,0.6640242866686946,0.5060743700278938,4.254419157811913
5.278007663662352,0.667387137316149,0.500510368136571,4.258029327785663
5.419856639897267,0.7107737028539475,0.5391836671114342,4.278374211492294
5.777811385726238,0.9684142049666765,0.5807302853009627,4.4403419294605975
5.940818578302299,1.176017901212401,0.5964238314244887,4.289571199922079
6.985063373644539,1.3918344865513117,0.9967648749907354,4.77493937729099
11.279319806218645,1.8804534513643894,1.554702976185196,7.898285754675116
25.670579694721038,4.560679578514155,4.840169787703797,16.529130935984693
33.666433999753224,4.360477652370196,7.0026855423873435,22.289481268974285
48.94486490692571,4.767988234046865,10.480141136411982,33.61643519870848
53.45321039226434,5.336381605995044,8.710888453682905,37.7004466023598
44.5663070584973,4.5191254542621895,6.8706249175389305,32.35035680683293
46.29054923756494,3.9822919487412194,7.982888505688924,34.28466246095942
42.637569001181866,3.65357783742578,6.980037145842632,31.63462255562875
46.57519106922403,3.4760273327234983,7.926893188796912,35.18990432013693
51.68571063112641,3.4026006152435904,7.874014623920871,39.93123980737083
31.125264135214515,2.2297269285837586,5.798954137863592,22.096372313952124
17.227574134616884,1.8202814623596357,3.2289400707329277,11.809108557381215
12.308729807627032,1.5113539807969334,2.3403806863630474,8.641983815782652
9.11826988142552,1.3167414466777192,1.4056249547511408,6.372067932963629
8.093605238709847,1.2285115693540238,1.1675817765482677,5.643990110979394
10.126765327286034,1.2898823954616974,1.4352698134153556,7.450356410320852
8.645099755986609,1.214625332895102,1.05408099604282,6.498220657752918
5.4780150167463235,0.834852683119584,0.623960880375878,4.1980640980258945
5.318774476749665,0.769525123519406,0.5349621015733204,4.088597981019229
