total,socket,light,air
16.203125,0.8512880309281818,1.0790616540821132,7.619462493311009
8.015625,0.6082317638726028,0.4703654420036686,4.786403837214355
9.0703125,0.6219174724354066,0.514577765014506,5.173329109210776
7.921875,0.5844254495538619,0.49656448504256473,4.86307978607044
8.01171875,0.6110456869370744,0.4557582924583095,4.694686499249936
7.26171875,0.7735997899282823,0.47375744862305597,4.422047540629486
4.71875,1.0690093097078064,0.4884845830245914,3.833543369001166
5.6484375,1.1968081302005815,0.8580230194258858,3.924702208641283
6.125,1.204874631943147,1.124231027861804,4.930726161247431
36.046875,3.615344011029908,4.603179292946126,16.11131641571898
47.171875,3.2231580323302187,7.502109843382042,22.382748072846347
68.19140625,3.341381989465986,14.468839588859165,31.602101804590067
78.06640625,3.1761582609812975,10.260641986352956,35.393146899116275
51.453125,3.029251278555358,5.289693451851615,27.22521243035159
59.23828125,3.07841390813883,5.384258112967151,29.907358022727152
65.04296875,3.136204373666553,7.570712787676092,29.643175917117336
46.0390625,3.0978461206563317,5.464506607334344,26.688646764486172
43.8359375,2.69210944753268,5.5958968449831,25.76579546232513
27.6953125,1.8567110456962717,4.946543462165144,15.200357700275681
13.2890625,1.3425963095702425,4.0441154706759885,7.68214671402004
7.48828125,1.103319014784508,2.1950969600044212,5.196618442641238
6.00390625,1.0896339833557218,1.490896654022718,4.980410049184556
5.49609375,1.0656340692149904,1.4549245186332975,4.693416100932124
15.92578125,1.0263588348634214,2.4462096127143598,6.897613496203629
10.28515625,0.8349982669749858,1.0059780954748607,6.753908868939505
4.06640625,0.5997009676950215,0.44429489764112023,4.785162569555422
4.29296875,0.6824844305731265,0.5234547056143881,4.177528964773705
3.9765625,0.6073738651558862,0.54056042063999,4.060611325004878
4.17578125,0.6289735338485644,0.4989004003867607,4.289883083171844
4.2421875,0.7918631957251221,0.4906172393452499,4.2618814346185445
4.46875,1.0705411576348287,0.5391557844764201,4.214323142195699
5.3515625,1.166328622158582,0.8936195019292518,4.50723948201836
5.6484375,1.2400257632676543,1.2711017839061953,6.3021440245770055
36.78125,3.593583008435716,4.56000507175867,18.27828370685295
41.5,3.3712474647888095,6.995903093615463,22.260189576293932
70.56640625,3.4185444504359532,13.689681888419654,34.1723010518848
67.60546875,3.383414871999546,8.434852200471726,33.79616758523902
57.4765625,3.2656852588643766,7.408241734317123,27.272128091106445
54.00390625,3.114303922534317,7.049342956619518,27.33531619321603
